Month	Year	Fractional Date	Excel Date	CPI-Price	SPX-TR-Price	10Y BM-Price	Cash-Price	Non-US Stocks (NEW)-Price	Gold-Price	CAPE	SPX-TR	10Y BM	Cash	Non-US Stocks (NEW)	Custum Series (NEW)	Gold
3	1923	1,923.17	4/30/1923	16.800	2,692.53	668.08	1,420.85	2,692.53	20.67	8.4560	-0.98%	-0.04%	0.41%	-0.98%	0.00%	0.00%
4	1923	1,923.25	5/31/1923	16.900	2,631.96	669.99	1,426.72	2,631.96	20.67	8.0859	-2.83%	-0.31%	-0.18%	-2.83%	0.00%	-0.59%
5	1923	1,923.33	6/30/1923	16.900	2,537.09	673.50	1,432.62	2,537.09	20.67	7.9685	-3.60%	0.52%	0.41%	-3.60%	0.00%	0.00%
6	1923	1,923.42	7/31/1923	17.000	2,352.34	677.56	1,438.54	2,352.34	20.67	7.2725	-7.83%	0.01%	-0.18%	-7.83%	0.00%	-0.59%
7	1923	1,923.50	8/31/1923	17.200	2,409.23	680.01	1,444.48	2,409.23	20.67	7.2377	1.23%	-0.81%	-0.75%	1.23%	0.00%	-1.16%
8	1923	1,923.58	9/30/1923	17.100	2,459.61	681.93	1,450.46	2,459.61	20.67	7.6093	2.69%	0.87%	1.00%	2.69%	0.00%	0.58%
9	1923	1,923.67	10/31/1923	17.200	2,395.11	683.86	1,456.45	2,395.11	20.67	7.4824	-3.19%	-0.30%	-0.17%	-3.19%	0.00%	-0.58%
10	1923	1,923.75	11/30/1923	17.300	2,400.44	684.18	1,462.47	2,400.44	20.67	7.3115	-0.36%	-0.53%	-0.17%	-0.36%	0.00%	-0.58%
11	1923	1,923.83	12/31/1923	17.300	2,546.96	688.32	1,468.52	2,546.96	20.67	7.6757	6.10%	0.61%	0.41%	6.10%	0.00%	0.00%
12	1923	1,923.92	1/31/1924	17.300	2,634.18	691.92	1,474.59	2,634.18	20.67	7.9628	3.42%	0.52%	0.41%	3.42%	0.00%	0.00%
1	1924	1,924.00	2/29/1924	17.300	2,725.45	697.19	1,479.92	2,725.45	20.67	8.2707	3.46%	0.76%	0.36%	3.46%	0.00%	0.00%
2	1924	1,924.08	3/31/1924	17.200	2,681.16	700.81	1,485.27	2,681.16	20.67	8.0327	-1.05%	1.10%	0.95%	-1.05%	0.00%	0.58%
3	1924	1,924.17	4/30/1924	17.100	2,622.33	703.31	1,490.64	2,622.33	20.67	7.9218	-1.62%	0.94%	0.95%	-1.62%	0.00%	0.58%
4	1924	1,924.25	5/31/1924	17.000	2,613.66	708.67	1,496.03	2,613.66	20.67	7.9620	0.26%	1.35%	0.95%	0.26%	0.00%	0.59%
5	1924	1,924.33	6/30/1924	17.000	2,641.36	715.77	1,501.44	2,641.36	20.67	7.8893	1.06%	1.00%	0.36%	1.06%	0.00%	0.00%
6	1924	1,924.42	7/31/1924	17.000	2,749.64	728.19	1,506.87	2,749.64	20.67	8.2432	4.10%	1.73%	0.36%	4.10%	0.00%	0.00%
7	1924	1,924.50	8/31/1924	17.100	2,884.25	732.98	1,512.32	2,884.25	20.67	8.6337	4.28%	0.07%	-0.23%	4.28%	0.00%	-0.58%
8	1924	1,924.58	9/30/1924	17.000	2,912.39	737.17	1,517.79	2,912.39	20.67	8.7295	1.57%	1.16%	0.95%	1.57%	0.00%	0.59%
9	1924	1,924.67	10/31/1924	17.100	2,929.57	738.97	1,523.28	2,929.57	20.67	8.6116	0.00%	-0.34%	-0.23%	0.00%	0.00%	-0.58%
10	1924	1,924.75	11/30/1924	17.200	2,917.20	744.40	1,528.79	2,917.20	20.67	8.5925	-1.00%	0.15%	-0.22%	-1.00%	0.00%	-0.58%
11	1924	1,924.83	12/31/1924	17.200	3,132.47	744.99	1,534.32	3,132.47	20.67	9.1768	7.38%	0.08%	0.36%	7.38%	0.00%	0.00%
12	1924	1,924.92	1/31/1925	17.300	3,311.28	743.78	1,539.87	3,311.28	20.67	9.5629	5.10%	-0.74%	-0.22%	5.10%	0.00%	-0.58%
1	1925	1,925.00	2/28/1925	17.300	3,392.82	746.24	1,544.84	3,392.82	20.67	9.8510	2.46%	0.33%	0.32%	2.46%	0.00%	0.00%
2	1925	1,925.08	3/31/1925	17.200	3,437.13	749.31	1,549.82	3,437.13	20.67	9.9397	1.90%	1.00%	0.91%	1.90%	0.00%	0.58%
3	1925	1,925.17	4/30/1925	17.300	3,223.17	751.16	1,554.82	3,223.17	20.67	9.4307	-6.77%	-0.33%	-0.26%	-6.77%	0.00%	-0.58%
4	1925	1,925.25	5/31/1925	17.200	3,336.71	755.48	1,559.83	3,336.71	20.67	9.6414	4.12%	1.16%	0.91%	4.12%	0.00%	0.58%
5	1925	1,925.33	6/30/1925	17.300	3,523.78	761.65	1,564.86	3,523.78	20.67	9.8924	5.00%	0.23%	-0.26%	5.00%	0.00%	-0.58%
6	1925	1,925.42	7/31/1925	17.500	3,554.00	769.08	1,569.91	3,554.00	20.67	9.9458	-0.30%	-0.18%	-0.82%	-0.30%	0.00%	-1.14%
7	1925	1,925.50	8/31/1925	17.700	3,696.79	771.51	1,574.97	3,696.79	20.67	10.0010	2.84%	-0.82%	-0.81%	2.84%	0.00%	-1.13%
8	1925	1,925.58	9/30/1925	17.700	3,723.81	770.18	1,580.05	3,723.81	20.67	10.1188	0.73%	-0.17%	0.32%	0.73%	0.00%	0.00%
9	1925	1,925.67	10/31/1925	17.700	3,837.00	772.66	1,585.15	3,837.00	20.67	10.5249	3.04%	0.32%	0.32%	3.04%	0.00%	0.00%
10	1925	1,925.75	11/30/1925	17.700	4,072.57	777.02	1,590.26	4,072.57	20.67	11.1782	6.14%	0.57%	0.32%	6.14%	0.00%	0.00%
11	1925	1,925.83	12/31/1925	18.000	4,077.08	781.40	1,595.39	4,077.08	20.67	10.8122	-1.56%	-1.11%	-1.35%	-1.56%	0.00%	-1.67%
12	1925	1,925.92	1/31/1926	17.900	4,289.65	783.23	1,600.53	4,289.65	20.67	11.4158	5.80%	0.79%	0.88%	5.80%	0.00%	0.56%
1	1926	1,926.00	2/28/1926	17.900	4,299.56	787.62	1,606.24	4,299.56	20.67	11.5382	0.23%	0.56%	0.36%	0.23%	0.00%	0.00%
2	1926	1,926.08	3/31/1926	17.900	4,126.53	793.99	1,611.97	4,126.53	20.67	10.7782	-4.02%	0.81%	0.36%	-4.02%	0.00%	0.00%
3	1926	1,926.17	4/30/1926	17.800	3,898.71	796.45	1,617.72	3,898.71	20.67	10.3132	-4.99%	0.87%	0.92%	-4.99%	0.00%	0.56%
4	1926	1,926.25	5/31/1926	17.900	3,994.15	799.57	1,623.49	3,994.15	20.67	10.6129	1.88%	-0.17%	-0.20%	1.88%	0.00%	-0.56%
5	1926	1,926.33	6/30/1926	17.800	4,052.64	804.01	1,629.28	4,052.64	20.67	10.8496	2.03%	1.12%	0.92%	2.03%	0.00%	0.56%
6	1926	1,926.42	7/31/1926	17.700	4,245.33	806.46	1,635.09	4,245.33	20.67	11.5956	5.35%	0.87%	0.92%	5.35%	0.00%	0.56%
7	1926	1,926.50	8/31/1926	17.500	4,342.75	808.27	1,640.92	4,342.75	20.67	11.8039	3.46%	1.37%	1.50%	3.46%	0.00%	1.14%
8	1926	1,926.58	9/30/1926	17.400	4,551.62	809.42	1,646.77	4,551.62	20.67	12.7268	5.41%	0.72%	0.93%	5.41%	0.00%	0.57%
9	1926	1,926.67	10/31/1926	17.500	4,675.18	811.91	1,652.65	4,675.18	20.67	12.8832	2.13%	-0.26%	-0.22%	2.13%	0.00%	-0.57%
10	1926	1,926.75	11/30/1926	17.600	4,548.08	815.75	1,658.54	4,548.08	20.67	12.5315	-3.27%	-0.10%	-0.21%	-3.27%	0.00%	-0.57%
11	1926	1,926.83	12/31/1926	17.700	4,669.49	822.29	1,664.46	4,669.49	20.67	12.7683	2.09%	0.23%	-0.21%	2.09%	0.00%	-0.56%
12	1926	1,926.92	1/31/1927	17.700	4,767.44	828.85	1,670.39	4,767.44	20.67	13.0091	2.10%	0.80%	0.36%	2.10%	0.00%	0.00%
1	1927	1,927.00	2/28/1927	17.500	4,688.44	834.73	1,676.32	4,688.44	20.67	13.3335	-0.53%	1.86%	1.50%	-0.53%	0.00%	1.14%
2	1927	1,927.08	3/31/1927	17.400	4,932.67	839.26	1,682.28	4,932.67	20.67	13.7537	5.81%	1.12%	0.93%	5.81%	0.00%	0.57%
3	1927	1,927.17	4/30/1927	17.300	4,985.18	849.41	1,688.25	4,985.18	20.67	14.1446	1.65%	1.80%	0.94%	1.65%	0.00%	0.58%
4	1927	1,927.25	5/31/1927	17.300	5,091.65	853.21	1,694.24	5,091.65	20.67	14.4474	2.14%	0.45%	0.35%	2.14%	0.00%	0.00%
5	1927	1,927.33	6/30/1927	17.400	5,378.71	858.45	1,700.26	5,378.71	20.67	15.2065	5.03%	0.03%	-0.22%	5.03%	0.00%	-0.57%
6	1927	1,927.42	7/31/1927	17.600	5,349.04	858.67	1,706.29	5,349.04	20.67	14.9274	-1.68%	-1.11%	-0.79%	-1.68%	0.00%	-1.14%
7	1927	1,927.50	8/31/1927	17.300	5,718.92	859.63	1,712.35	5,718.92	20.67	16.6004	8.77%	1.85%	2.10%	8.77%	0.00%	1.73%
8	1927	1,927.58	9/30/1927	17.200	5,995.87	864.91	1,718.43	5,995.87	20.67	17.4625	5.45%	1.20%	0.94%	5.45%	0.00%	0.58%
9	1927	1,927.67	10/31/1927	17.300	6,211.46	868.74	1,724.53	6,211.46	20.67	18.0291	3.00%	-0.14%	-0.23%	3.00%	0.00%	-0.58%
10	1927	1,927.75	11/30/1927	17.400	5,965.70	871.86	1,730.65	5,965.70	20.67	17.5267	-4.51%	-0.22%	-0.22%	-4.51%	0.00%	-0.57%
11	1927	1,927.83	12/31/1927	17.300	6,392.59	878.62	1,736.79	6,392.59	20.67	18.4183	7.78%	1.36%	0.94%	7.78%	0.00%	0.58%
12	1927	1,927.92	1/31/1928	17.300	6,537.39	885.40	1,742.96	6,537.39	20.67	18.8602	2.27%	0.77%	0.35%	2.27%	0.00%	0.00%
1	1928	1,928.00	2/29/1928	17.300	6,526.68	887.00	1,748.03	6,526.68	20.67	18.8490	-0.16%	0.18%	0.29%	-0.16%	0.00%	0.00%
2	1928	1,928.08	3/31/1928	17.100	6,434.39	888.61	1,753.11	6,434.39	20.67	18.8035	-0.26%	1.35%	1.46%	-0.26%	0.00%	1.17%
3	1928	1,928.17	4/30/1928	17.100	7,156.00	892.46	1,758.21	7,156.00	20.67	20.9051	11.21%	0.43%	0.29%	11.21%	0.00%	0.00%
4	1928	1,928.25	5/31/1928	17.100	7,411.93	892.58	1,763.32	7,411.93	20.67	21.6414	3.58%	0.01%	0.29%	3.58%	0.00%	0.00%
5	1928	1,928.33	6/30/1928	17.200	7,529.21	891.99	1,768.45	7,529.21	20.67	21.8327	0.99%	-0.65%	-0.29%	0.99%	0.00%	-0.58%
6	1928	1,928.42	7/31/1928	17.100	7,248.00	890.68	1,773.60	7,248.00	20.67	21.1003	-3.17%	0.44%	0.88%	-3.17%	0.00%	0.58%
7	1928	1,928.50	8/31/1928	17.100	7,363.11	883.53	1,778.75	7,363.11	20.67	21.3790	1.59%	-0.80%	0.29%	1.59%	0.00%	0.00%
8	1928	1,928.58	9/30/1928	17.100	7,934.44	881.65	1,783.93	7,934.44	20.67	22.9614	7.76%	-0.21%	0.29%	7.76%	0.00%	0.00%
9	1928	1,928.67	10/31/1928	17.300	8,149.72	885.67	1,789.12	8,149.72	20.67	23.2111	1.53%	-0.70%	-0.87%	1.53%	0.00%	-1.16%
10	1928	1,928.75	11/30/1928	17.200	8,293.43	887.49	1,794.32	8,293.43	20.67	23.6657	2.36%	0.79%	0.87%	2.36%	0.00%	0.58%
11	1928	1,928.83	12/31/1928	17.200	9,314.66	896.73	1,799.54	9,314.66	20.67	26.4511	12.31%	1.04%	0.29%	12.31%	0.00%	0.00%
12	1928	1,928.92	1/31/1929	17.100	9,368.60	894.04	1,804.77	9,368.60	20.67	26.6131	1.17%	0.28%	0.88%	1.17%	0.00%	0.58%
1	1929	1,929.00	2/28/1929	17.100	9,929.73	891.42	1,809.52	9,929.73	20.67	28.0419	5.99%	-0.29%	0.26%	5.99%	0.00%	0.00%
2	1929	1,929.08	3/31/1929	17.100	9,898.52	886.66	1,814.29	9,898.52	20.67	27.7831	-0.31%	-0.53%	0.26%	-0.31%	0.00%	0.00%
3	1929	1,929.17	4/30/1929	17.000	9,901.73	880.55	1,819.07	9,901.73	20.67	27.0772	0.62%	-0.10%	0.85%	0.62%	0.00%	0.59%
4	1929	1,929.25	5/31/1929	16.900	10,088.07	890.63	1,823.86	10,088.07	20.67	28.2882	2.48%	1.74%	0.86%	2.48%	0.00%	0.59%
5	1929	1,929.33	6/30/1929	17.000	9,682.55	893.33	1,828.66	9,682.55	20.67	26.8026	-4.58%	-0.29%	-0.33%	-4.58%	0.00%	-0.59%
6	1929	1,929.42	7/31/1929	17.100	10,799.69	892.34	1,833.47	10,799.69	20.67	29.6661	10.89%	-0.69%	-0.32%	10.89%	0.00%	-0.58%
7	1929	1,929.50	8/31/1929	17.300	11,321.16	898.80	1,838.30	11,321.16	20.67	30.3537	3.62%	-0.44%	-0.90%	3.62%	0.00%	-1.16%
8	1929	1,929.58	9/30/1929	17.300	12,460.78	896.32	1,843.14	12,460.78	20.67	33.2792	10.07%	-0.28%	0.26%	10.07%	0.00%	0.00%
9	1929	1,929.67	10/31/1929	17.300	11,880.34	899.83	1,848.00	11,880.34	20.67	31.3778	-4.66%	0.39%	0.26%	-4.66%	0.00%	0.00%
10	1929	1,929.75	11/30/1929	17.300	9,538.86	909.36	1,852.86	9,538.86	20.67	24.9878	-19.71%	1.06%	0.26%	-19.71%	0.00%	0.00%
11	1929	1,929.83	12/31/1929	17.300	8,293.22	931.98	1,857.74	8,293.22	20.67	21.5517	-13.06%	2.49%	0.26%	-13.06%	0.00%	0.00%
12	1929	1,929.92	1/31/1930	17.200	8,534.15	933.80	1,862.64	8,534.15	20.67	22.0588	3.50%	0.78%	0.85%	3.50%	0.00%	0.58%
1	1930	1,930.00	2/28/1930	17.100	9,101.72	930.99	1,869.70	9,101.72	20.67	23.4268	7.27%	0.28%	0.97%	7.27%	0.00%	0.58%
2	1930	1,930.08	3/31/1930	17.000	9,328.95	935.20	1,876.79	9,328.95	20.67	23.9201	3.10%	1.04%	0.97%	3.10%	0.00%	0.59%
3	1930	1,930.17	4/30/1930	16.900	10,102.86	947.26	1,883.90	10,102.86	20.67	25.8175	8.94%	1.89%	0.97%	8.94%	0.00%	0.59%
4	1930	1,930.25	5/31/1930	17.000	10,037.12	943.56	1,891.05	10,037.12	20.67	25.2742	-1.24%	-0.98%	-0.21%	-1.24%	0.00%	-0.59%
5	1930	1,930.33	6/30/1930	16.900	9,907.09	950.94	1,898.22	9,907.09	20.67	24.7851	-0.71%	1.38%	0.97%	-0.71%	0.00%	0.59%
6	1930	1,930.42	7/31/1930	16.800	8,306.94	958.34	1,905.41	8,306.94	20.67	20.7959	-15.65%	1.38%	0.98%	-15.65%	0.00%	0.60%
7	1930	1,930.50	8/31/1930	16.600	8,640.33	960.93	1,912.64	8,640.33	20.67	21.7014	5.27%	1.48%	1.59%	5.27%	0.00%	1.20%
8	1930	1,930.58	9/30/1930	16.500	8,738.66	962.73	1,919.89	8,738.66	20.67	21.9106	1.75%	0.79%	0.99%	1.75%	0.00%	0.61%
9	1930	1,930.67	10/31/1930	16.600	7,627.41	966.96	1,927.17	7,627.41	20.67	18.8511	-13.24%	-0.17%	-0.23%	-13.24%	0.00%	-0.60%
10	1930	1,930.75	11/30/1930	16.500	6,979.34	971.99	1,934.48	6,979.34	20.67	17.2182	-7.94%	1.13%	0.99%	-7.94%	0.00%	0.61%
11	1930	1,930.83	12/31/1930	16.400	6,859.77	976.22	1,941.81	6,859.77	20.67	17.1242	-1.11%	1.05%	0.99%	-1.11%	0.00%	0.61%
12	1930	1,930.92	1/31/1931	16.100	6,378.65	976.37	1,949.18	6,378.65	20.67	15.8790	-5.28%	1.88%	2.25%	-5.28%	0.00%	1.86%
1	1931	1,931.00	2/28/1931	15.900	6,722.90	980.62	1,952.93	6,722.90	20.67	16.8264	6.72%	1.70%	1.45%	6.72%	0.00%	1.26%
2	1931	1,931.08	3/31/1931	15.700	7,521.95	975.09	1,956.69	7,521.95	20.67	18.9371	13.31%	0.70%	1.47%	13.31%	0.00%	1.27%
3	1931	1,931.17	4/30/1931	15.600	7,026.97	980.21	1,960.45	7,026.97	20.67	17.6868	-5.98%	1.17%	0.83%	-5.98%	0.00%	0.64%
4	1931	1,931.25	5/31/1931	15.500	6,380.76	983.70	1,964.23	6,380.76	20.67	16.0513	-8.61%	1.00%	0.84%	-8.61%	0.00%	0.65%
5	1931	1,931.33	6/30/1931	15.300	5,533.66	994.62	1,968.01	5,533.66	20.67	13.3331	-12.14%	2.43%	1.50%	-12.14%	0.00%	1.31%
6	1931	1,931.42	7/31/1931	15.100	6,334.24	999.74	1,971.80	6,334.24	20.67	16.1119	15.98%	1.85%	1.52%	15.98%	0.00%	1.32%
7	1931	1,931.50	8/31/1931	15.100	5,886.95	1,000.67	1,975.59	5,886.95	20.67	14.8649	-7.06%	0.09%	0.19%	-7.06%	0.00%	0.00%
8	1931	1,931.58	9/30/1931	15.100	5,973.94	1,000.80	1,979.40	5,973.94	20.67	14.9701	1.48%	0.01%	0.19%	1.48%	0.00%	0.00%
9	1931	1,931.67	10/31/1931	15.000	4,204.05	997.62	1,983.21	4,204.05	20.67	10.5211	-29.16%	0.35%	0.86%	-29.16%	0.00%	0.67%
10	1931	1,931.75	11/30/1931	14.900	4,585.66	969.26	1,987.02	4,585.66	20.67	11.4493	9.81%	-2.19%	0.86%	9.81%	0.00%	0.67%
11	1931	1,931.83	12/31/1931	14.700	4,158.98	972.19	1,990.85	4,158.98	20.67	10.4336	-8.07%	1.67%	1.56%	-8.07%	0.00%	1.36%
12	1931	1,931.92	1/31/1932	14.600	3,581.11	951.26	1,994.68	3,581.11	20.67	8.9569	-13.30%	-1.48%	0.88%	-13.30%	0.00%	0.68%
1	1932	1,932.00	2/29/1932	14.300	3,498.06	928.82	1,996.46	3,498.06	20.67	9.2274	-0.27%	-0.31%	2.19%	-0.27%	0.00%	2.10%
2	1932	1,932.08	3/31/1932	14.100	3,706.39	943.68	1,998.24	3,706.39	20.67	9.4160	7.46%	3.04%	1.51%	7.46%	0.00%	1.42%
3	1932	1,932.17	4/30/1932	14.000	3,286.60	961.84	2,000.02	3,286.60	20.67	8.3389	-10.69%	2.65%	0.80%	-10.69%	0.00%	0.71%
4	1932	1,932.25	5/31/1932	13.900	2,637.38	984.30	2,001.80	2,637.38	20.67	6.6782	-19.18%	3.07%	0.81%	-19.18%	0.00%	0.72%
5	1932	1,932.33	6/30/1932	13.700	2,037.58	980.81	2,003.59	2,037.58	20.67	5.1858	-21.61%	1.10%	1.55%	-21.61%	0.00%	1.46%
6	1932	1,932.42	7/31/1932	13.600	2,036.57	983.88	2,005.38	2,036.57	20.67	5.1721	0.69%	1.05%	0.83%	0.69%	0.00%	0.74%
7	1932	1,932.50	8/31/1932	13.600	2,820.80	1,001.77	2,007.16	2,820.80	20.67	7.1187	38.51%	1.82%	0.09%	38.51%	0.00%	0.00%
8	1932	1,932.58	9/30/1932	13.500	3,900.05	1,015.65	2,008.95	3,900.05	20.67	9.8412	39.28%	2.14%	0.83%	39.28%	0.00%	0.74%
9	1932	1,932.67	10/31/1932	13.400	3,775.03	1,021.11	2,010.75	3,775.03	20.67	9.5551	-2.48%	1.29%	0.84%	-2.48%	0.00%	0.75%
10	1932	1,932.75	11/30/1932	13.300	3,260.94	1,023.17	2,012.54	3,260.94	20.67	8.2787	-12.97%	0.96%	0.84%	-12.97%	0.00%	0.75%
11	1932	1,932.83	12/31/1932	13.200	3,087.27	1,024.39	2,014.33	3,087.27	20.67	7.8620	-4.61%	0.88%	0.85%	-4.61%	0.00%	0.76%
12	1932	1,932.92	1/31/1933	13.100	3,263.78	1,035.91	2,016.13	3,263.78	20.67	8.3409	6.52%	1.90%	0.85%	6.52%	0.00%	0.76%
1	1933	1,933.00	2/28/1933	12.900	3,303.17	1,050.09	2,017.74	3,303.17	32.32	8.5428	2.78%	2.94%	1.63%	2.78%	0.00%	58.79%
2	1933	1,933.08	3/31/1933	12.700	2,705.45	1,045.05	2,019.36	2,705.45	32.32	7.0809	-16.81%	1.09%	1.66%	-16.81%	0.00%	1.57%
3	1933	1,933.17	4/30/1933	12.600	2,809.83	1,038.40	2,020.97	2,809.83	32.32	7.3865	4.68%	0.15%	0.87%	4.68%	0.00%	0.79%
4	1933	1,933.25	5/31/1933	12.600	4,015.06	1,041.36	2,022.59	4,015.06	32.32	10.6833	42.89%	0.29%	0.08%	42.89%	0.00%	0.00%
5	1933	1,933.33	6/30/1933	12.600	4,675.87	1,054.80	2,024.21	4,675.87	32.32	12.2356	16.46%	1.29%	0.08%	16.46%	0.00%	0.00%
6	1933	1,933.42	7/31/1933	12.700	5,306.89	1,065.65	2,025.83	5,306.89	32.32	13.7663	12.60%	0.23%	-0.71%	12.60%	0.00%	-0.79%
7	1933	1,933.50	8/31/1933	13.100	4,847.61	1,069.39	2,027.45	4,847.61	32.32	12.1861	-11.44%	-2.71%	-2.98%	-11.44%	0.00%	-3.05%
8	1933	1,933.58	9/30/1933	13.200	5,420.38	1,071.35	2,029.07	5,420.38	32.32	13.5182	10.97%	-0.58%	-0.68%	10.97%	0.00%	-0.76%
9	1933	1,933.67	10/31/1933	13.200	4,817.56	1,076.00	2,030.69	4,817.56	32.32	12.0145	-11.12%	0.43%	0.08%	-11.12%	0.00%	0.00%
10	1933	1,933.75	11/30/1933	13.200	4,398.06	1,076.17	2,032.32	4,398.06	32.32	10.9672	-8.71%	0.02%	0.08%	-8.71%	0.00%	0.00%
11	1933	1,933.83	12/31/1933	13.200	4,869.51	1,057.75	2,033.94	4,869.51	32.32	12.1736	10.72%	-1.71%	0.08%	10.72%	0.00%	0.00%
12	1933	1,933.92	1/31/1934	13.200	4,990.15	1,054.66	2,035.57	4,990.15	32.32	12.4583	2.48%	-0.29%	0.08%	2.48%	0.00%	0.00%
1	1934	1,934.00	2/28/1934	13.200	5,535.25	1,062.15	2,036.11	5,535.25	35.00	13.8053	10.92%	0.71%	0.03%	10.92%	0.00%	8.29%
2	1934	1,934.08	3/31/1934	13.300	5,344.20	1,083.08	2,037.33	5,344.20	35.00	13.2327	-4.18%	1.20%	-0.69%	-4.18%	0.00%	-0.75%
3	1934	1,934.17	4/30/1934	13.300	5,359.56	1,097.86	2,038.39	5,359.56	35.00	13.2739	0.29%	1.36%	0.05%	0.29%	0.00%	0.00%
4	1934	1,934.25	5/31/1934	13.300	5,229.90	1,106.26	2,038.79	5,229.90	35.00	12.9564	-2.42%	0.77%	0.02%	-2.42%	0.00%	0.00%
5	1934	1,934.33	6/30/1934	13.300	4,816.96	1,115.61	2,039.05	4,816.96	35.00	11.9327	-7.90%	0.84%	0.01%	-7.90%	0.00%	0.00%
6	1934	1,934.42	7/31/1934	13.400	4,933.08	1,123.10	2,039.32	4,933.08	35.00	12.1284	1.65%	-0.08%	-0.73%	1.65%	0.00%	-0.75%
7	1934	1,934.50	8/31/1934	13.400	4,377.19	1,128.70	2,039.58	4,377.19	35.00	10.7591	-11.27%	0.50%	0.01%	-11.27%	0.00%	0.00%
8	1934	1,934.58	9/30/1934	13.400	4,628.09	1,121.12	2,039.83	4,628.09	35.00	11.3692	5.73%	-0.67%	0.01%	5.73%	0.00%	0.00%
9	1934	1,934.67	10/31/1934	13.600	4,625.08	1,107.23	2,040.15	4,625.08	35.00	10.8469	-1.53%	-2.69%	-1.45%	-1.53%	0.00%	-1.47%
10	1934	1,934.75	11/30/1934	13.500	4,487.00	1,126.99	2,040.51	4,487.00	35.00	10.9265	-2.27%	2.54%	0.76%	-2.27%	0.00%	0.74%
11	1934	1,934.83	12/31/1934	13.500	4,882.45	1,129.86	2,040.97	4,882.45	35.00	11.8801	8.81%	0.25%	0.02%	8.81%	0.00%	0.00%
12	1934	1,934.92	1/31/1935	13.400	4,873.35	1,138.42	2,041.39	4,873.35	35.00	11.9362	0.56%	1.51%	0.77%	0.56%	0.00%	0.75%
1	1935	1,935.00	2/28/1935	13.600	4,689.24	1,156.63	2,041.79	4,689.24	35.00	11.3045	-5.19%	0.11%	-1.45%	-5.19%	0.00%	-1.47%
2	1935	1,935.08	3/31/1935	13.700	4,517.25	1,165.30	2,042.13	4,517.25	35.00	10.7921	-4.37%	0.01%	-0.71%	-4.37%	0.00%	-0.73%
3	1935	1,935.17	4/30/1935	13.700	4,390.20	1,167.99	2,042.45	4,390.20	35.00	10.5578	-2.81%	0.23%	0.02%	-2.81%	0.00%	0.00%
4	1935	1,935.25	5/31/1935	13.800	4,831.88	1,174.68	2,042.70	4,831.88	35.00	11.4016	9.26%	-0.16%	-0.71%	9.26%	0.00%	-0.72%
5	1935	1,935.33	6/30/1935	13.800	5,005.59	1,178.36	2,042.96	5,005.59	35.00	11.7820	3.59%	0.31%	0.01%	3.59%	0.00%	0.00%
6	1935	1,935.42	7/31/1935	13.700	5,359.68	1,182.04	2,043.22	5,359.68	35.00	12.7378	7.86%	1.04%	0.74%	7.86%	0.00%	0.73%
7	1935	1,935.50	8/31/1935	13.700	5,825.84	1,186.73	2,043.47	5,825.84	35.00	13.7390	8.70%	0.40%	0.01%	8.70%	0.00%	0.00%
8	1935	1,935.58	9/30/1935	13.700	5,970.92	1,174.28	2,043.73	5,970.92	35.00	14.0460	2.49%	-1.05%	0.01%	2.49%	0.00%	0.00%
9	1935	1,935.67	10/31/1935	13.700	6,129.76	1,174.05	2,044.00	6,129.76	35.00	14.3902	2.66%	-0.02%	0.01%	2.66%	0.00%	0.00%
10	1935	1,935.75	11/30/1935	13.700	6,616.87	1,180.88	2,044.34	6,616.87	35.00	15.5085	7.95%	0.58%	0.02%	7.95%	0.00%	0.00%
11	1935	1,935.83	12/31/1935	13.800	6,891.64	1,182.65	2,044.68	6,891.64	35.00	16.0147	3.40%	-0.58%	-0.71%	3.40%	0.00%	-0.72%
12	1935	1,935.92	1/31/1936	13.800	7,173.97	1,187.48	2,044.95	7,173.97	35.00	16.6528	4.10%	0.41%	0.01%	4.10%	0.00%	0.00%
1	1936	1,936.00	2/29/1936	13.800	7,666.84	1,192.30	2,045.21	7,666.84	35.00	17.7827	6.87%	0.41%	0.01%	6.87%	0.00%	0.00%
2	1936	1,936.08	3/31/1936	13.800	7,817.30	1,201.21	2,045.55	7,817.30	35.00	18.1160	1.96%	0.75%	0.02%	1.96%	0.00%	0.00%
3	1936	1,936.17	4/30/1936	13.700	8,035.76	1,209.10	2,045.89	8,035.76	35.00	18.7413	3.54%	1.39%	0.75%	3.54%	0.00%	0.73%
4	1936	1,936.25	5/31/1936	13.700	7,436.53	1,213.88	2,046.23	7,436.53	35.00	17.3172	-7.46%	0.40%	0.02%	-7.46%	0.00%	0.00%
5	1936	1,936.33	6/30/1936	13.700	7,801.51	1,218.66	2,046.57	7,801.51	35.00	18.1192	4.91%	0.39%	0.02%	4.91%	0.00%	0.00%
6	1936	1,936.42	7/31/1936	13.800	8,065.26	1,219.27	2,046.91	8,065.26	35.00	18.5762	2.63%	-0.68%	-0.71%	2.63%	0.00%	-0.72%
7	1936	1,936.50	8/31/1936	13.900	8,647.46	1,223.02	2,047.25	8,647.46	35.00	19.7293	6.45%	-0.41%	-0.70%	6.45%	0.00%	-0.72%
8	1936	1,936.58	9/30/1936	14.000	8,743.85	1,233.08	2,047.51	8,743.85	35.00	19.7620	0.39%	0.10%	-0.70%	0.39%	0.00%	-0.71%
